* Measurement data measured by REW V5.31.3
* Source: /home/delab/repos/sound_calibration/data/captured_sweep_R.wav
* Format: 256k Log Swept Sine, 1 sweep using an acoustic timing reference
* Dated: 28-May-2026 19:28:44
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement generated from imported files Stimulus: 256kMeasSweep_0_to_20000_-12_dBFS_48k_Float_mono.wav Response: captured_sweep_R.wav
* Measurement: captured_sweep_R
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 0.36621094 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
321.899414 67.029 29.2419
322.265625 66.975 28.4641
322.631836 66.906 27.9214
322.998047 66.853 27.6562
323.364258 66.847 27.5286
323.730469 66.897 27.2451
324.096680 66.969 26.5443
324.462891 67.010 25.3975
324.829102 66.978 24.0497
325.195312 66.868 22.8821
325.561523 66.718 22.1874
325.927734 66.587 21.9811
326.293945 66.513 21.9929
326.660156 66.490 21.8875
327.026367 66.480 21.5225
327.392578 66.452 20.9952
327.758789 66.404 20.4762
328.125000 66.355 20.0203
328.491211 66.314 19.5320
328.857422 66.270 18.9069
329.223633 66.198 18.1897
329.589844 66.092 17.5696
329.956055 65.977 17.2040
330.322266 65.889 17.0305
330.688477 65.840 16.7733
331.054688 65.797 16.1968
331.420898 65.704 15.3705
331.787109 65.531 14.6844
332.153320 65.311 14.5934
332.519531 65.131 15.2351
332.885742 65.070 16.1974
333.251953 65.126 16.7612
333.618164 65.213 16.4791
333.984375 65.228 15.4774
334.350586 65.119 14.2822
334.716797 64.900 13.4640
335.083008 64.637 13.3358
335.449219 64.402 13.8210
335.815430 64.232 14.5790
336.181641 64.116 15.2968
336.547852 64.027 15.8645
336.914062 63.950 16.3070
337.280273 63.884 16.6307
337.646484 63.826 16.7828
338.012695 63.761 16.7352
338.378906 63.676 16.5555
338.745117 63.571 16.3575
339.111328 63.460 16.1796
339.477539 63.350 15.9412
339.843750 63.222 15.5649
340.209961 63.045 15.1641
340.576172 62.807 15.0948
340.942383 62.554 15.7572
341.308594 62.383 17.2050
341.674805 62.375 18.8761
342.041016 62.513 19.8929
342.407227 62.677 19.7675
342.773438 62.731 18.7427
343.139648 62.605 17.5798
343.505859 62.318 17.1615
343.872070 61.978 18.0834
344.238281 61.732 20.2749
344.604492 61.676 22.9547
344.970703 61.783 25.1925
345.336914 61.949 26.5542
345.703125 62.080 27.1693
346.069336 62.128 27.4122
346.435547 62.086 27.6493
346.801758 61.972 28.1726
347.167969 61.818 29.2101
347.534180 61.679 30.8663
347.900391 61.622 32.9717
348.266602 61.683 35.0250
348.632812 61.829 36.4512
348.999023 61.967 37.0208
349.365234 62.011 37.0293
349.731445 61.928 37.1283
350.097656 61.774 37.9603
350.463867 61.668 39.7180
350.830078 61.718 41.8744
351.196289 61.926 43.5077
351.562500 62.186 44.0564
351.928711 62.374 43.6830
352.294922 62.425 43.0385
352.661133 62.361 42.8351
353.027344 62.268 43.4738
353.393555 62.245 44.8197
353.759766 62.338 46.3192
354.125977 62.512 47.4602
354.492188 62.695 48.1438
354.858398 62.842 48.6471
355.224609 62.961 49.3212
355.590820 63.102 50.2955
355.957031 63.308 51.3665
356.323242 63.584 52.1481
356.689453 63.885 52.3606
357.055664 64.153 52.0040
357.421875 64.345 51.3187
357.788086 64.454 50.6366
358.154297 64.501 50.2349
358.520508 64.527 50.2367
358.886719 64.570 50.5801
359.252930 64.655 51.0687
359.619141 64.778 51.4818
359.985352 64.920 51.6804
360.351562 65.054 51.6564
360.717773 65.160 51.5186
361.083984 65.233 51.4409
361.450195 65.290 51.5857
361.816406 65.362 52.0154
362.182617 65.484 52.6233
362.548828 65.670 53.1482
362.915039 65.903 53.3080
363.281250 66.136 52.9764
363.647461 66.321 52.2740
364.013672 66.435 51.5166
364.379883 66.495 51.0554
364.746094 66.553 51.0690
365.112305 66.670 51.4080
365.478516 66.869 51.6469
365.844727 67.113 51.3766
366.210938 67.334 50.4993
366.577148 67.471 49.2800
366.943359 67.510 48.1796
367.309570 67.490 47.6003
367.675781 67.483 47.6532
368.041992 67.551 48.0713
368.408203 67.703 48.3922
368.774414 67.900 48.2941
369.140625 68.085 47.7762
369.506836 68.230 47.0668
369.873047 68.342 46.4055
370.239258 68.446 45.8798
370.605469 68.565 45.4078
370.971680 68.696 44.8577
371.337891 68.824 44.1841
371.704102 68.936 43.4607
372.070312 69.034 42.7965
372.436523 69.137 42.2245
372.802734 69.255 41.6637
373.168945 69.385 40.9894
373.535156 69.507 40.1486
373.901367 69.600 39.2184
374.267578 69.659 38.3650
374.633789 69.698 37.7402
375.000000 69.747 37.3820
375.366211 69.831 37.1813
375.732422 69.960 36.9398
376.098633 70.118 36.4792
376.464844 70.280 35.7275
376.831055 70.421 34.7344
377.197266 70.530 33.6277
377.563477 70.607 32.5470
377.929688 70.669 31.5813
378.295898 70.734 30.7334
378.662109 70.814 29.9280
379.028320 70.911 29.0646
379.394531 71.016 28.0801
379.760742 71.118 26.9755
380.126953 71.214 25.7917
380.493164 71.302 24.5607
380.859375 71.387 23.2812
381.225586 71.463 21.9437
381.591797 71.526 20.5753
381.958008 71.572 19.2538
382.324219 71.614 18.0541
382.690430 71.670 16.9600
383.056641 71.754 15.8245
383.422852 71.854 14.4521
383.789062 71.933 12.7620
384.155273 71.951 10.8977
384.521484 71.895 9.1919
384.887695 71.797 7.9860
385.253906 71.726 7.3785
385.620117 71.747 7.0609
385.986328 71.869 6.4568
386.352539 72.034 5.1263
386.718750 72.155 3.0570
387.084961 72.172 0.6182
387.451172 72.083 -1.6890
387.817383 71.936 -3.5052
388.183594 71.799 -4.8098
388.549805 71.718 -5.9143
388.916016 71.682 -7.2052
389.282227 71.642 -8.8369
389.648438 71.552 -10.6428
390.014648 71.406 -12.2903
390.380859 71.236 -13.5249
390.747070 71.093 -14.3485
391.113281 71.010 -15.0133
391.479492 70.978 -15.8223
391.845703 70.961 -16.9154
392.211914 70.926 -18.2239
392.578125 70.860 -19.5874
392.944336 70.771 -20.8945
393.310547 70.669 -22.1359
393.676758 70.554 -23.3492
394.042969 70.418 -24.5280
394.409180 70.256 -25.5876
394.775391 70.078 -26.4274
395.141602 69.908 -27.0332
395.507812 69.766 -27.5266
395.874023 69.651 -28.1011
396.240234 69.542 -28.8859
396.606445 69.411 -29.8593
396.972656 69.241 -30.8722
397.338867 69.039 -31.7518
397.705078 68.828 -32.4041
398.071289 68.632 -32.8562
398.437500 68.466 -33.2233
398.803711 68.333 -33.6355
399.169922 68.222 -34.1891
399.536133 68.122 -34.9374
399.902344 68.017 -35.8925
400.268555 67.889 -37.0085
400.634766 67.723 -38.1605
401.000977 67.519 -39.1570
401.367188 67.296 -39.8164
401.733398 67.092 -40.0852
402.099609 66.946 -40.1199
402.465820 66.867 -40.2318
402.832031 66.825 -40.6973
403.198242 66.771 -41.5812
403.564453 66.663 -42.7106
403.930664 66.486 -43.7865
404.296875 66.262 -44.5427
404.663086 66.027 -44.8722
405.029297 65.820 -44.8635
405.395508 65.657 -44.7235
405.761719 65.530 -44.6399
406.127930 65.420 -44.6948
406.494141 65.312 -44.8778
406.860352 65.201 -45.1517
407.226562 65.084 -45.5004
407.592773 64.956 -45.9225
407.958984 64.811 -46.3933
408.325195 64.643 -46.8402
408.691406 64.453 -47.1587
409.057617 64.257 -47.2676
409.423828 64.074 -47.1665
409.790039 63.921 -46.9526
410.156250 63.796 -46.7686
410.522461 63.686 -46.7095
410.888672 63.568 -46.7576
411.254883 63.434 -46.7990
411.621094 63.294 -46.7197
411.987305 63.169 -46.5203
412.353516 63.075 -46.3561
412.719727 62.999 -46.4401
413.085938 62.903 -46.8622
413.452148 62.744 -47.4729
413.818359 62.510 -47.9253
414.184570 62.232 -47.8674
414.550781 61.982 -47.2037
414.916992 61.823 -46.2518
415.283203 61.763 -45.5732
415.649414 61.738 -45.5442
416.015625 61.670 -46.0846
416.381836 61.521 -46.7631
416.748047 61.320 -47.1304
417.114258 61.137 -47.0669
417.480469 61.029 -46.9119
417.846680 60.983 -47.1855
418.212891 60.919 -48.1068
418.579102 60.758 -49.3746
418.945312 60.480 -50.3485
419.311523 60.149 -50.4548
419.677734 59.882 -49.6398
420.043945 59.757 -48.5250
420.410156 59.741 -47.9088
420.776367 59.713 -48.0237
421.142578 59.578 -48.3568
421.508789 59.346 -48.0710
421.875000 59.138 -46.6826
422.241211 59.103 -44.6514
422.607422 59.270 -43.1942
422.973633 59.499 -43.2000
423.339844 59.603 -44.5260
423.706055 59.474 -46.2507
424.072266 59.128 -47.2301
424.438477 58.701 -46.6531
424.804688 58.393 -44.6359
425.170898 58.324 -42.3558
425.537109 58.419 -41.1006
425.903320 58.501 -41.2084
426.269531 58.437 -42.0894
426.635742 58.207 -42.8351
427.001953 57.888 -42.7502
427.368164 57.606 -41.7145
427.734375 57.460 -40.2594
428.100586 57.453 -39.1823
428.466797 57.501 -38.9697
428.833008 57.507 -39.5687
429.199219 57.409 -40.5367
429.565430 57.203 -41.2859
429.931641 56.943 -41.3247
430.297852 56.732 -40.5402
430.664062 56.658 -39.4036
431.030273 56.722 -38.7511
431.396484 56.817 -39.1406
431.762695 56.803 -40.4067
432.128906 56.595 -41.7437
432.495117 56.219 -42.0945
432.861328 55.830 -40.7535
433.227539 55.641 -38.1243
433.593750 55.732 -35.7600
433.959961 55.948 -34.9982
434.326172 56.052 -35.8231
434.692383 55.897 -37.1344
435.058594 55.498 -37.4895
435.424805 55.038 -35.8503
435.791016 54.792 -32.5090
436.157227 54.897 -29.3059
436.523438 55.196 -27.9991
436.889648 55.414 -28.7797
437.255859 55.373 -30.6146
437.622070 55.043 -32.0852
437.988281 54.541 -31.9374
438.354492 54.109 -29.7100
438.720703 53.991 -26.4197
439.086914 54.210 -24.0774
439.453125 54.548 -23.9437
439.819336 54.753 -25.7981
440.185547 54.678 -28.5421
440.551758 54.303 -30.8091
440.917969 53.732 -31.3206
441.284180 53.204 -29.4464
441.650391 52.990 -26.0365
442.016602 53.149 -23.1951
442.382812 53.466 -22.4036
442.749023 53.665 -23.4949
443.115234 53.597 -25.2900
443.481445 53.257 -26.3702
443.847656 52.780 -25.5778
444.213867 52.412 -22.6527
444.580078 52.368 -18.7865
444.946289 52.635 -15.8964
445.312500 52.991 -14.9988
445.678711 53.217 -15.7812
446.044922 53.200 -17.2571
446.411133 52.936 -18.3260
446.777344 52.518 -18.0851
447.143555 52.114 -16.1775
447.509766 51.902 -13.1638
447.875977 51.938 -10.3300
448.242188 52.114 -8.7389
448.608398 52.263 -8.5544
448.974609 52.264 -9.2037
449.340820 52.083 -9.8162
449.707031 51.771 -9.5513
450.073242 51.461 -7.9155
450.439453 51.324 -5.1603
450.805664 51.459 -2.3959
451.171875 51.799 -0.8995
451.538086 52.159 -1.1798
451.904297 52.362 -2.7759
452.270508 52.321 -4.6216
452.636719 52.067 -5.4623
453.002930 51.770 -4.3955
453.369141 51.684 -1.7134
453.735352 51.931 0.8525
454.101562 52.349 1.6448
454.467773 52.661 0.5681
454.833984 52.686 -1.1653
455.200195 52.425 -1.8977
455.566406 52.075 -0.3512
455.932617 51.955 3.2505
456.298828 52.232 6.7853
456.665039 52.717 8.2241
457.031250 53.095 7.4497
457.397461 53.181 5.7014
457.763672 52.968 4.4980
458.129883 52.596 4.9773
458.496094 52.298 7.3113
458.862305 52.248 10.4335
459.228516 52.431 12.8524
459.594727 52.686 13.8580
459.960938 52.870 13.6798
460.327148 52.917 12.9349
460.693359 52.829 12.2286
461.059570 52.649 12.0250
461.425781 52.454 12.5720
461.791992 52.337 13.7469
462.158203 52.357 14.9705
462.524414 52.483 15.5040
462.890625 52.599 15.0233
463.256836 52.579 13.9233
463.623047 52.375 13.1698
463.989258 52.065 13.8524
464.355469 51.861 16.4126
464.721680 51.987 19.8291
465.087891 52.439 22.1282
465.454102 52.981 22.1913
465.820312 53.361 20.4016
466.186523 53.452 17.9365
466.552734 53.256 16.0997
466.918945 52.890 15.9255
467.285156 52.557 17.7262
467.651367 52.441 20.7145
468.017578 52.571 23.4631
468.383789 52.810 25.0686
468.750000 53.004 25.6276
469.116211 53.086 25.7849
469.482422 53.081 26.1447
469.848633 53.063 26.9094
470.214844 53.096 27.8193
470.581055 53.183 28.4279
470.947266 53.273 28.5009
471.313477 53.317 28.1736
471.679688 53.302 27.7876
472.045898 53.267 27.5923
472.412109 53.261 27.5314
472.778320 53.303 27.2880
473.144531 53.357 26.5884
473.510742 53.361 25.4907
473.876953 53.272 24.4113
474.243164 53.110 23.9011
474.609375 52.954 24.3010
474.975586 52.904 25.4360
475.341797 53.007 26.6490
475.708008 53.213 27.2804
476.074219 53.422 27.1379
476.440430 53.548 26.5231
476.806641 53.565 25.9565
477.172852 53.500 25.8899
477.539062 53.416 26.5110
477.905273 53.374 27.6816
478.271484 53.400 29.0452
478.637695 53.481 30.2498
479.003906 53.577 31.1241
479.370117 53.649 31.7073
479.736328 53.679 32.1681
480.102539 53.672 32.6935
480.468750 53.652 33.3859
480.834961 53.651 34.1959
481.201172 53.687 34.9329
481.567383 53.750 35.3684
481.933594 53.808 35.3857
482.299805 53.822 35.0728
482.666016 53.770 34.7113
483.032227 53.664 34.6718
483.398438 53.560 35.2288
483.764648 53.538 36.3411
484.130859 53.658 37.5482
484.497070 53.911 38.1829
484.863281 54.213 37.8026
485.229492 54.457 36.4498
485.595703 54.563 34.5892
485.961914 54.509 32.8884
486.328125 54.337 31.9764
486.694336 54.141 32.1805
487.060547 54.028 33.3135
487.426758 54.050 34.7463
487.792969 54.178 35.8455
488.159180 54.334 36.3701
488.525391 54.460 36.4604
488.891602 54.539 36.3638
489.257812 54.578 36.2119
489.624023 54.584 35.9989
489.990234 54.546 35.7195
490.356445 54.448 35.5066
490.722656 54.296 35.6188
491.088867 54.133 36.2676
491.455078 54.024 37.4016
491.821289 54.012 38.6538
492.187500 54.088 39.5629
492.553711 54.201 39.8809
492.919922 54.295 39.6705
493.286133 54.341 39.1761
493.652344 54.338 38.6550
494.018555 54.301 38.2998
494.384766 54.254 38.2457
494.750977 54.229 38.5712
495.117188 54.270 39.2150
495.483398 54.415 39.8708
495.849609 54.658 40.0460
496.215820 54.935 39.3469
496.582031 55.147 37.7583
496.948242 55.214 35.6879
497.314453 55.106 33.8138
497.680664 54.866 32.8398
498.046875 54.604 33.1666
498.413086 54.457 34.5524
498.779297 54.491 36.1259
499.145508 54.652 36.9932
499.511719 54.814 36.8665
499.877930 54.872 36.1055
500.244141 54.793 35.3756
500.610352 54.618 35.2899
500.976562 54.441 36.1165
501.342773 54.364 37.6021
501.708984 54.426 39.0948
502.075195 54.585 39.9865
502.441406 54.757 40.0894
502.807617 54.870 39.6481
503.173828 54.909 39.0929
503.540039 54.906 38.7509
503.906250 54.918 38.6332
504.272461 54.977 38.4216
504.638672 55.057 37.7196
505.004883 55.088 36.3876
505.371094 54.994 34.6884
505.737305 54.740 33.1965
506.103516 54.351 32.5848
506.469727 53.923 33.3406
506.835938 53.588 35.4507
507.202148 53.453 38.2732
507.568359 53.531 40.8628
507.934570 53.743 42.5198
508.300781 53.981 43.0304
508.666992 54.149 42.5675
509.033203 54.181 41.5540
509.399414 54.048 40.5970
509.765625 53.779 40.3917
510.131836 53.479 41.4431
510.498047 53.302 43.6042
510.864258 53.339 45.8999
511.230469 53.522 47.2302
511.596680 53.686 47.3126
511.962891 53.703 46.7882
512.329102 53.569 46.6639
512.695312 53.400 47.6125
513.061523 53.354 49.3932
513.427734 53.487 50.9622
513.793945 53.694 51.4833
514.160156 53.823 51.0717
514.526367 53.805 50.5425
514.892578 53.691 50.7124
515.258789 53.610 51.7732
515.625000 53.654 53.1240
515.991211 53.790 53.9841
516.357422 53.910 54.1749
516.723633 53.942 54.1765
517.089844 53.914 54.5737
517.456055 53.913 55.4761
517.822266 53.991 56.4027
518.188477 54.102 56.8171
518.554688 54.148 56.7402
518.920898 54.077 56.7749
519.287109 53.940 57.6025
519.653320 53.867 59.3413
520.019531 53.951 61.2820
520.385742 54.150 62.4907
520.751953 54.328 62.6963
521.118164 54.377 62.4393
521.484375 54.298 62.5696
521.850586 54.191 63.6237
522.216797 54.186 65.3904
522.583008 54.332 67.0496
522.949219 54.559 67.9133
523.315430 54.759 67.9514
523.681641 54.871 67.6329
524.047852 54.913 67.4624
524.414062 54.946 67.6165
524.780273 55.022 67.8615
525.146484 55.135 67.7979
525.512695 55.230 67.2271
525.878906 55.243 66.3230
526.245117 55.146 65.5391
526.611328 54.967 65.3816
526.977539 54.785 66.1378
527.343750 54.695 67.6456
527.709961 54.745 69.3212
528.076172 54.903 70.5620
528.442383 55.087 71.1791
528.808594 55.237 71.4429
529.174805 55.353 71.7734
529.541016 55.494 72.3396
529.907227 55.713 72.8431
530.273438 56.000 72.7214
530.639648 56.267 71.6411
531.005859 56.408 69.8052
531.372070 56.358 67.8811
531.738281 56.134 66.7258
532.104492 55.843 67.0018
532.470703 55.651 68.7020
532.836914 55.678 70.9432
533.203125 55.897 72.5669
533.569336 56.172 73.0435
533.935547 56.378 72.6433
534.301758 56.472 71.9813
534.667969 56.483 71.5531
535.034180 56.468 71.5037
535.400391 56.465 71.6744
535.766602 56.473 71.8641
536.132812 56.469 72.0598
536.499023 56.449 72.4253
536.865234 56.442 73.0822
537.231445 56.489 73.9097
537.597656 56.601 74.5809
537.963867 56.741 74.8344
538.330078 56.857 74.7012
538.696289 56.923 74.4713
539.062500 56.958 74.4526
539.428711 57.012 74.7183
539.794922 57.123 75.0354
540.161133 57.283 75.0642
540.527344 57.447 74.6464
540.893555 57.572 73.8987
541.259766 57.647 73.0613
541.625977 57.685 72.2841
541.992188 57.698 71.5458
542.358398 57.675 70.7875
542.724609 57.582 70.1389
543.090820 57.414 70.0010
543.457031 57.226 70.8312
543.823242 57.141 72.6626
544.189453 57.262 74.7429
544.555664 57.558 75.9424
544.921875 57.875 75.6892
545.288086 58.051 74.3446
545.654297 58.016 72.8606
546.020508 57.814 72.2598
546.386719 57.595 73.0868
546.752930 57.533 74.9276
547.119141 57.684 76.5979
547.485352 57.941 77.1716
547.851562 58.152 76.6593
548.217773 58.238 75.7244
548.583984 58.221 75.0708
548.950195 58.186 74.9867
549.316406 58.208 75.2195
549.682617 58.291 75.2810
550.048828 58.382 74.9274
550.415039 58.424 74.3318
550.781250 58.408 73.8727
551.147461 58.372 73.8088
551.513672 58.366 74.0958
551.879883 58.413 74.4691
552.246094 58.493 74.6976
552.612305 58.579 74.7383
552.978516 58.652 74.6740
553.344727 58.711 74.5695
553.710938 58.752 74.4303
554.077148 58.764 74.2920
554.443359 58.738 74.3064
554.809570 58.691 74.6826
555.175781 58.673 75.4829
555.541992 58.729 76.4551
555.908203 58.862 77.1412
556.274414 59.014 77.2356
556.640625 59.117 76.8291
557.006836 59.139 76.3202
557.373047 59.107 76.1062
557.739258 59.084 76.2755
558.105469 59.115 76.5320
558.471680 59.188 76.4709
558.837891 59.241 75.9684
559.204102 59.225 75.2933
559.570312 59.144 74.8839
559.936523 59.056 74.9924
560.302734 59.027 75.4614
560.668945 59.072 75.8550
561.035156 59.146 75.8724
561.401367 59.192 75.6082
561.767578 59.196 75.4150
562.133789 59.196 75.5414
562.500000 59.245 75.8595
562.866211 59.354 75.9548
563.232422 59.466 75.5378
563.598633 59.508 74.7539
563.964844 59.447 74.1167
564.331055 59.329 74.1587
564.697266 59.252 75.0134
565.063477 59.299 76.2195
565.429688 59.466 77.0481
565.795898 59.667 77.1051
566.162109 59.815 76.5586
566.528320 59.878 75.8795
566.894531 59.885 75.4523
567.260742 59.890 75.3322
567.626953 59.921 75.2903
567.993164 59.961 75.1005
568.359375 59.973 74.7876
568.725586 59.942 74.6021
569.091797 59.897 74.7738
569.458008 59.888 75.2684
569.824219 59.941 75.7771
570.190430 60.030 75.9818
570.556641 60.103 75.8346
570.922852 60.128 75.5721
571.289062 60.114 75.4927
571.655273 60.103 75.6976
572.021484 60.130 76.0042
572.387695 60.189 76.1194
572.753906 60.241 75.9167
573.120117 60.248 75.5450
573.486328 60.205 75.2946
573.852539 60.145 75.3613
574.218750 60.110 75.6925
574.584961 60.120 76.0450
574.951172 60.154 76.2103
575.317383 60.181 76.1841
575.683594 60.186 76.1266
576.049805 60.181 76.1830
576.416016 60.190 76.3464
576.782227 60.218 76.4880
577.148438 60.249 76.5244
577.514648 60.262 76.5424
577.880859 60.260 76.7435
578.247070 60.276 77.2408
578.613281 60.353 77.8785
578.979492 60.498 78.2778
579.345703 60.665 78.1211
579.711914 60.783 77.4170
580.078125 60.798 76.5239
580.444336 60.711 75.9653
580.810547 60.580 76.1526
581.176758 60.497 77.1112
581.542969 60.533 78.3879
581.909180 60.685 79.3202
582.275391 60.882 79.4899
582.641602 61.036 78.9341
583.007812 61.094 78.0227
583.374023 61.049 77.2227
583.740234 60.938 76.9030
584.106445 60.821 77.2091
584.472656 60.757 78.0250
584.838867 60.777 79.0435
585.205078 60.882 79.9185
585.571289 61.042 80.4049
585.937500 61.217 80.4178
586.303711 61.369 80.0209
586.669922 61.472 79.3834
587.036133 61.518 78.7255
587.402344 61.518 78.2517
587.768555 61.497 78.0792
588.134766 61.483 78.1925
588.500977 61.492 78.4686
588.867188 61.522 78.7727
589.233398 61.560 79.0535
589.599609 61.596 79.3556
589.965820 61.640 79.7311
590.332031 61.708 80.1298
590.698242 61.806 80.3743
591.064453 61.914 80.2723
591.430664 61.989 79.7827
591.796875 61.994 79.0938
592.163086 61.921 78.5542
592.529297 61.802 78.4890
592.895508 61.705 78.9796
593.261719 61.685 79.7550
593.627930 61.750 80.3506
593.994141 61.850 80.4550
594.360352 61.924 80.1245
594.726562 61.939 79.7006
595.092773 61.917 79.5448
595.458984 61.910 79.7749
595.825195 61.964 80.1749
596.191406 62.076 80.3860
596.557617 62.200 80.2286
596.923828 62.287 79.8497
597.290039 62.327 79.5846
597.656250 62.356 79.6740
598.022461 62.427 80.0443
598.388672 62.559 80.3419
598.754883 62.717 80.2307
599.121094 62.838 79.6782
599.487305 62.877 78.9742
599.853516 62.835 78.5256
600.219727 62.757 78.5980
600.585938 62.703 79.1576
600.952148 62.705 79.9230
601.318359 62.757 80.5953
601.684570 62.834 81.0387
602.050781 62.917 81.2545
602.416992 62.998 81.2485
602.783203 63.070 80.9778
603.149414 63.110 80.4387
603.515625 63.092 79.7808
603.881836 63.015 79.2943
604.248047 62.916 79.2371
604.614258 62.855 79.6060
604.980469 62.872 80.0726
605.346680 62.950 80.2335
605.712891 63.031 79.9646
606.079102 63.070 79.5153
606.445312 63.074 79.2704
606.811523 63.098 79.3875
607.177734 63.195 79.6025
607.543945 63.355 79.4360
607.910156 63.507 78.6479
608.276367 63.571 77.4774
608.642578 63.522 76.4943
609.008789 63.410 76.2303
609.375000 63.332 76.7919
609.741211 63.368 77.7172
610.107422 63.506 78.3262
610.473633 63.667 78.2803
610.839844 63.772 77.7646
611.206055 63.797 77.2273
611.572266 63.778 77.0044
611.938477 63.769 77.0973
612.304688 63.796 77.2317
612.670898 63.839 77.1479
613.037109 63.856 76.8417
613.403320 63.824 76.5469
613.769531 63.760 76.5273
614.135742 63.709 76.8624
614.501953 63.708 77.3801
614.868164 63.761 77.7896
615.234375 63.842 77.8926
615.600586 63.911 77.6899
615.966797 63.946 77.3386
616.333008 63.944 77.0442
616.699219 63.921 76.9674
617.065430 63.908 77.1576
617.431641 63.932 77.5172
617.797852 64.003 77.8257
618.164062 64.104 77.8529
618.530273 64.193 77.5150
618.896484 64.226 76.9620
